supermarket,no_of_items,variation,total,Payment Method,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,Gender,Weekly_Income_in_`000 (ksh),Spending_Score_(1-100),Age,Income Cluster
naivas,16,1,2461,cash,2017-05-23,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,3,2473,cash,2017-05-23,no,18:32:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2477,cash,2017-05-23,no,08:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2451,cash,2017-05-23,no,18:40:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2466,cash,2017-05-23,no,17:20:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2493,cash,2017-05-23,no,19:46:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2487,cash,2017-05-23,no,19:08:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2414,cash,2017-05-23,no,19:59:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,1,2468,cash,2017-05-23,no,07:48:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,15,2,2461,cash,2017-05-23,no,17:43:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2472,cash,2017-05-23,no,19:03:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2468,cash,2017-05-23,no,18:11:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2470,cash,2017-05-23,no,20:41:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2474,cash,2017-05-23,no,20:11:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2483,cash,2017-05-23,no,19:51:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2485,cash,2017-05-23,no,20:11:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,9,3,2455,cash,2017-05-23,no,20:18:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2467,cash,2017-05-23,no,19:29:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
nakumatt,15,2,2482,mpesa,2017-05-23,no,16:28:00,evening,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
tuskys,25,1,2490,cash,2017-06-13,no,20:40:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,2,2472,cash,2017-05-23,no,13:51:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2459,cash,2017-05-23,no,13:55:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2482,cash,2018-05-23,no,16:08:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2490,cash,2019-05-23,no,12:17:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,2,2449,cash,2020-05-23,no,13:26:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2494,cash,2021-05-23,no,11:04:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2448,cash,2022-05-23,no,13:33:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2478,cash,2023-05-23,no,10:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2446,cash,2021-05-11,no,12:04:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2485,cash,2021-05-11,no,09:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2452,cash,2021-05-11,no,11:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2449,cash,2021-05-11,no,12:34:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
tuskys,9,3,2443,cash,2017-06-15,no,20:24:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
nakumatt,1,1,2467,cash,2017-06-27,yes,18:40:00,evening,chain,junction,mid,Tuesday,weekday,no,Female,,,,
nakumatt,25,2,2483,cash,2017-06-18,yes,10:03:00,morning,chain,junction,mid,Tuesday,weekday,no,Female,,,,
nakumatt,1,1,2496,cash,2017-06-13,no,19:54:00,night,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
nakumatt,22,3,2481,card,2016-12-24,no,16:26:00,afternoon,chain,cbd,mid,Wednesday,weekday,yes,Female,,,,
tuskys,33,6,2490,card,2016-12-07,yes,08:56:00,morning,chain,donholm,mid,Wednesday,weekday,no,Male,,,,
nakumatt,15,1,2485,cash,2017-01-11,yes,14:31:00,afternoon,chain,kilimani,high,Wednesday,weekday,no,Female,,,,
naivas,9,2,2471,cash,2017-05-17,no,20:27:00,night,chain,umoja,mid,Wednesday,weekday,no,Female,,,,
naivas,25,2,2462,cash,2017-05-17,no,18:14:00,afternoon,chain,umoja,mid,Wednesday,weekday,no,Male,,,,
ukwala,1,1,2484,cash,2017-05-31,no,09:35:00,morning,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
tuskys,1,1,2458,cash,2017-05-31,no,20:43:00,night,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2447,cash,2017-05-31,no,21:47:00,night,chain,cbd,mid,Wednesday,weekday,yes,Male,,,,
ukwala,1,1,2469,cash,2017-07-06,no,07:09:00,morning,median,cbd,mid,Wednesday,weekday,no,Male,,,,
nakumatt,1,1,2472,cash,2017-07-06,no,05:26:00,night,chain,cbd,mid,Wednesday,weekday,yes,Male,,,,
nakumatt,1,1,2478,cash,2017-07-06,no,21:00:00,night,chain,kilimani,high,Wednesday,weekday,no,Male,,,,
tuskys,9,2,2467,cash,2017-07-06,no,08:18:00,morning,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
acacia,9,3,2442,cash,2017-07-06,no,20:55:00,night,small,saika,mid,Wednesday,weekday,no,Male,,,,
acacia,25,2,2464,cash,2017-07-06,no,17:20:00,afternoon,small,saika,mid,Wednesday,weekday,no,Female,,,,
acacia,15,1,2481,cash,2017-07-06,no,18:51:00,afternoon,small,saika,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2493,cash,2017-07-06,no,13:55:00,afternoon,chain,kilimani,high,Wednesday,weekday,no,Male,,,,
acacia,15,3,2451,cash,2017-06-09,no,19:30:00,night,small,saika,mid,Wednesday,weekday,no,Female,,,,
tuskys,1,1,2476,cash,2017-06-14,no,19:33:00,night,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
tuskys,25,1,2477,cash,2017-06-14,no,18:19:00,evening,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
nakumatt,1,1,2472,cash,2017-06-28,no,20:26:00,night,chain,junction,mid,Wednesday,weekday,no,Male,,,,
nakumatt,1,1,2474,cash,2017-06-28,no,21:26:00,night,chain,junction,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2496,mpesa,2017-02-08,yes,20:30:00,night,chain,junction,mid,Wednesday,weekday,no,Female,,,,
nakumatt,25,2,2482,cash,2017-06-13,no,16:02:00,evening,chain,karen,high,Wednesday,weekday,no,Male,,,,
ukwala,1,1,2464,cash,2017-05-24,no,14:00:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
naivas,25,1,2496,cash,2017-09-27,no,16:30:00,evening,chain,Westlands,mid,Wednesday,weekday,no,Female,,,,
nakumatt,25,2,2478,cash,2017-05-07,no,19:11:00,night,chain,cbd,mid,Wednesday,weekday,yes,Male,,,,
ukwala,9,2,2472,cash,2017-05-24,no,20:00:00,night,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
ukwala,1,1,2472,cash,2017-05-24,no,08:34:00,morning,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
nakumatt,1,1,2471,cash,2017-05-24,yes,18:21:00,morning,chain,junction,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2454,cash,2017-05-24,no,21:28:00,night,chain,cbd,mid,Wednesday,weekday,yes,Female,,,,
tuskys,1,1,2441,cash,2017-05-24,no,21:58:00,night,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
tuskys,1,1,2464,cash,2017-05-24,no,13:00:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
nakumatt,1,1,2450,cash,2017-05-24,no,21:48:00,night,chain,cbd,mid,Wednesday,weekday,yes,Male,,,,
tuskys,1,1,2470,cash,2017-05-24,no,09:42:00,morning,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
tuskys,25,1,2452,cash,2017-05-24,no,20:21:00,night,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
ukwala,1,1,2487,cash,2017-05-24,no,14:09:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
tuskys,25,1,2486,cash,2015-05-24,no,12:56:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
naivas,25,1,2447,cash,2017-05-17,no,18:14:00,evening,chain,umoja,mid,Wednesday,weekday,no,Male,,,,
nakumatt,25,2,2508,cash,2017-05-07,no,19:11:00,night,chain,cbd,mid,Wednesday,weekday,yes,Female,,,,
ukwala,9,2,2493,cash,2017-05-24,no,20:00:00,night,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
ukwala,1,1,2469,cash,2017-05-24,no,08:34:00,morning,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
tuskys,1,1,2466,cash,2017-05-24,no,18:53:00,evening,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2478,cash,2017-05-24,no,15:42:00,evening,chain,junction,mid,Wednesday,weekday,no,Female,,,,
tuskys,15,1,2458,cash,2017-05-24,no,20:31:00,night,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
naivas,15,1,2483,cash,2020-05-23,no,17:52:00,evening,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
chandarana,25,2,2486,cash,2017-05-24,no,14:05:00,afternoon,small,cbd,high,Wednesday,weekday,no,Male,,,,
ukwala,25,1,2466,cash,2017-05-24,no,15:21:00,evening,chain,cbd,mid,Wednesday,weekday,no,Female,,,,
ukwala,25,1,2476,cash,2017-06-21,no,20:36:00,night,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
naivas,9,3,2456,cash,2017-05-17,no,20:27:00,night,chain,umoja,mid,Wednesday,weekday,no,Female,,,,
nakumatt,1,1,2465,cash,2017-06-28,no,11:48:00,morning,chain,cbd,mid,Wednesday,weekday,yes,Female,,,,
naivas,15,2,2490,cash,2017-05-24,no,13:29:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,Male,,,,
